"Ts","Symbol","Side","Qty","Entry","Exit","Fees","KellyF","Confidence","Regime","PageId","LastEdited","Url"
,"SPY","BUY","1",,,,,,"neutral","29e0bf31-ef15-81f3-8e65-d4ae8a116a72","2025-10-31 11:41:00 PM","https://www.notion.so/Smoke-OK-api-via-func-29e0bf31ef1581f38e65d4ae8a116a72"
,"SPY","BUY","1",,,,,,"neutral","29e0bf31-ef15-810e-8cc3-f638613d1be8","2025-10-31 11:38:00 PM","https://www.notion.so/Smoke-OK-api-29e0bf31ef15810e8cc3f638613d1be8"
"2025-10-31T23:32:00.000+00:00","SPY","BUY","1",,,,,,"neutral","29e0bf31-ef15-81fd-9d1f-caefd67d170b","2025-10-31 11:33:00 PM","https://www.notion.so/Smoke-OK-29e0bf31ef1581fd9d1fcaefd67d170b"
"2025-10-31T23:02:00.000+00:00","SPY","SELL","1",,,,,,"neutral","29e0bf31-ef15-81be-aa8f-d48e815067ed","2025-10-31 11:22:00 PM","https://www.notion.so/Smoke-OK-close-29e0bf31ef1581beaa8fd48e815067ed"
"2025-10-31T23:02:00.000+00:00","SPY","BUY","1",,,,,,"neutral","29e0bf31-ef15-811c-9dc7-d07721e1b76b","2025-10-31 11:22:00 PM","https://www.notion.so/Smoke-OK-29e0bf31ef15811c9dc7d07721e1b76b"
"2025-10-31T19:13:00.000+00:00","SPY","BUY","1",,,,,,,"29e0bf31-ef15-8131-8576-c67a80f2eaad","2025-10-31 7:13:00 PM","https://www.notion.so/Module-OK-29e0bf31ef1581318576c67a80f2eaad"
"2025-10-31T19:09:00.000+00:00","NVDA","LONG","10",,,,,,,"29e0bf31-ef15-8177-b8c3-d0dde0e4ab7e","2025-10-31 7:09:00 PM","https://www.notion.so/Promptless-test-29e0bf31ef158177b8c3d0dde0e4ab7e"
"2025-10-31T19:08:00.000+00:00","AAPL","LONG","100",,,,,,,"29e0bf31-ef15-8199-938b-eb981462ebb1","2025-10-31 7:08:00 PM","https://www.notion.so/AAPL-scalp-29e0bf31ef158199938beb981462ebb1"
"2025-10-31T19:08:00.000+00:00","MSFT","BUY","50",,,"1.12",,,"RiskOn","29e0bf31-ef15-8146-aecb-c96c03c04d38","2025-10-31 7:08:00 PM","https://www.notion.so/MSFT-ORB-29e0bf31ef158146aecbc96c03c04d38"
"2025-10-31T19:07:00.000+00:00","AAPL","LONG","100",,,,,,,"29e0bf31-ef15-815b-a254-ded0c9c130fc","2025-10-31 7:08:00 PM","https://www.notion.so/AAPL-scalp-29e0bf31ef15815ba254ded0c9c130fc"
,,,,,,,,,,"29e0bf31-ef15-81df-89ba-c42c7fa047a2","2025-10-31 7:05:00 PM","https://www.notion.so/OK-29e0bf31ef1581df89bac42c7fa047a2"
"2025-10-31T19:03:00.000+00:00","AAPL","LONG","100",,,,,,,"29e0bf31-ef15-818b-a157-ffb14a0581ad","2025-10-31 7:04:00 PM","https://www.notion.so/Trade-log-29e0bf31ef15818ba157ffb14a0581ad"
,,,,,,,,,,"29e0bf31-ef15-81db-9076-daa6dcb1a79a","2025-10-31 7:03:00 PM","https://www.notion.so/Smoke-29e0bf31ef1581db9076daa6dcb1a79a"
"2025-10-31T19:01:00.000+00:00",,,,,,,,,,"29e0bf31-ef15-81e0-93b2-ec9fa2588731","2025-10-31 7:01:00 PM","https://www.notion.so/Perm-check-OK-29e0bf31ef1581e093b2ec9fa2588731"
,,,,,,,,,,"29d0bf31-ef15-803f-9fc3-d0de882cde5f","2025-10-31 12:53:00 PM","https://www.notion.so/29d0bf31ef15803f9fc3d0de882cde5f"
,,,,,,,,,,"29c0bf31-ef15-801b-a4fe-d4ca3e8ef3fe","2025-10-30 4:54:00 PM","https://www.notion.so/EdgeDbUr-29c0bf31ef15801ba4fed4ca3e8ef3fe"
"2025-10-30T15:54:00.000+00:00","AAPL",,"200",,"10.76","1.82",,,,"29c0bf31-ef15-8181-8f6a-df5f93f3d8ce","2025-10-30 4:46:00 PM","https://www.notion.so/AAPL-ORB-12-bars-2025-10-30T15-54-35-29c0bf31ef1581818f6adf5f93f3d8ce"
,"AAPL","BUY","100",,,"0.35",,,,"2980bf31-ef15-81db-b521-f0058bc9d9dc","2025-10-30 4:37:00 PM","https://www.notion.so/AAPL-scalp-2980bf31ef1581dbb521f0058bc9d9dc"
,,,,,,,,,,"2980bf31-ef15-81c0-97a8-e98eb2e3708d","2025-10-30 4:37:00 PM","https://www.notion.so/Perm-check-OK-2980bf31ef1581c097a8e98eb2e3708d"
,"AAPL","BUY","100",,,"0.003",,,,"2980bf31-ef15-812a-b3f0-e3c3f716520f","2025-10-30 4:37:00 PM","https://www.notion.so/Replay-AAPL-ORB-auto-2980bf31ef15812ab3f0e3c3f716520f"
,,,,,,,,,,"29b0bf31-ef15-8105-84ca-f304f8678211","2025-10-30 4:37:00 PM","https://www.notion.so/once_done-AAPL-MSFT-NVDA-AMZN-META-TSLA-6-items-2025-10-28-17-36-42-29b0bf31ef15810584caf304f8678211"
,,,,,,,,,,"29b0bf31-ef15-819a-b85e-c9e978f9e1f7","2025-10-30 4:37:00 PM","https://www.notion.so/once_done-AAPL-MSFT-TSLA-3-items-2025-10-28-17-40-50-29b0bf31ef15819ab85ec9e978f9e1f7"
,,,,,,,,,,"29b0bf31-ef15-8104-b1a8-e688715a2e3b","2025-10-30 4:37:00 PM","https://www.notion.so/once_done-AAPL-MSFT-TSLA-3-items-2025-10-28-17-40-53-29b0bf31ef158104b1a8e688715a2e3b"
,,,,,,,,,,"29b0bf31-ef15-81ee-95ab-de7cf40815b6","2025-10-30 4:37:00 PM","https://www.notion.so/once_done-AAPL-MSFT-TSLA-3-items-2025-10-28-17-46-37-29b0bf31ef1581ee95abde7cf40815b6"
,,,,,,,,,,"29b0bf31-ef15-81ea-8a5b-ce091ffcae23","2025-10-30 4:37:00 PM","https://www.notion.so/TEST-PAGE-2025-10-28T19-33-26-29b0bf31ef1581ea8a5bce091ffcae23"
,,,"1",,,,,,"neutral","29b0bf31-ef15-8180-8868-e8a70dffcb62","2025-10-30 4:36:00 PM","https://www.notion.so/AAPL-29b0bf31ef1581808868e8a70dffcb62"
,,,"1",,,,,,"neutral","29b0bf31-ef15-818b-820b-fe4c0176f066","2025-10-30 4:36:00 PM","https://www.notion.so/MSFT-29b0bf31ef15818b820bfe4c0176f066"
,,,"1",,,,,,"neutral","29b0bf31-ef15-811f-8da9-fe26c74e25ba","2025-10-30 4:36:00 PM","https://www.notion.so/TSLA-29b0bf31ef15811f8da9fe26c74e25ba"
,,,"1",,,,,,"neutral","29b0bf31-ef15-812b-bb87-ff2e881d3c35","2025-10-30 4:36:00 PM","https://www.notion.so/AAPL-29b0bf31ef15812bbb87ff2e881d3c35"
,,,"1",,,,,,"neutral","29b0bf31-ef15-8190-b407-d43f55c66971","2025-10-30 4:36:00 PM","https://www.notion.so/MSFT-29b0bf31ef158190b407d43f55c66971"
,,,"1",,,,,,"neutral","29b0bf31-ef15-812c-9d3c-e13553eb9057","2025-10-30 4:36:00 PM","https://www.notion.so/TSLA-29b0bf31ef15812c9d3ce13553eb9057"
,,,"1",,,,,,"neutral","29b0bf31-ef15-81b2-acfb-e0271427a623","2025-10-30 4:36:00 PM","https://www.notion.so/AAPL-29b0bf31ef1581b2acfbe0271427a623"
,,,"1",,,,,,"neutral","29b0bf31-ef15-814f-a88c-fffe4f995fca","2025-10-30 4:36:00 PM","https://www.notion.so/MSFT-29b0bf31ef15814fa88cfffe4f995fca"
,,,"1",,,,,,"neutral","29b0bf31-ef15-8100-8a9a-fc37e887d0d0","2025-10-30 4:36:00 PM","https://www.notion.so/TSLA-29b0bf31ef1581008a9afc37e887d0d0"
,,,"1",,,,,,"neutral","29b0bf31-ef15-8173-a088-c466e410ee90","2025-10-30 4:36:00 PM","https://www.notion.so/AAPL-29b0bf31ef158173a088c466e410ee90"
,,,"1",,,,,,"neutral","29b0bf31-ef15-8194-a7b7-c55d239b42f4","2025-10-30 4:36:00 PM","https://www.notion.so/MSFT-29b0bf31ef158194a7b7c55d239b42f4"
,,,"1",,,,,,"neutral","29b0bf31-ef15-815a-9d42-ee196fa556c9","2025-10-30 4:36:00 PM","https://www.notion.so/TSLA-29b0bf31ef15815a9d42ee196fa556c9"
,"AAPL",,"14",,,"0.5",,,,"29c0bf31-ef15-81fd-adc0-d937df897e54","2025-10-30 4:36:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef1581fdadc0d937df897e54"
,"AAPL",,"200",,,"1.82",,,,"29c0bf31-ef15-815c-991d-c7961da3c55b","2025-10-30 4:36:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef15815c991dc7961da3c55b"
,"AAPL",,"10",,,"0.5",,,,"29c0bf31-ef15-8144-b9f7-f284621d1316","2025-10-30 4:36:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef158144b9f7f284621d1316"
,"AAPL",,"10",,,"0.5",,,,"29c0bf31-ef15-8170-bdda-d0118bbc51f8","2025-10-30 4:36:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef158170bddad0118bbc51f8"
,"pre-market",,,,,,,,,"29c0bf31-ef15-81e9-bf02-c08c8364d03f","2025-10-30 4:36:00 PM","https://www.notion.so/OPS-INFO-2025-10-29-23-09-29c0bf31ef1581e9bf02c08c8364d03f"
"2025-10-30T03:48:00.000+00:00","AAPL",,,,"10.76",,,,,"29c0bf31-ef15-811f-930c-e1bc67545db2","2025-10-30 4:36:00 PM","https://www.notion.so/AAPL-ORB-12-bars-2025-10-30T03-48-12-29c0bf31ef15811f930ce1bc67545db2"
,,,,,,,,,,"29c0bf31-ef15-801e-a193-fed505aee19b","2025-10-30 4:36:00 PM","https://www.notion.so/29c0bf31ef15801ea193fed505aee19b"
"2025-10-30T15:53:00.000+00:00",,,,,,,,,,"29c0bf31-ef15-81df-9ec3-cf8eb638c5d8","2025-10-30 4:36:00 PM","https://www.notion.so/Perm-check-OK-29c0bf31ef1581df9ec3cf8eb638c5d8"
"2025-10-30T15:53:00.000+00:00","AAPL",,,,"10.76",,,,,"29c0bf31-ef15-8143-b342-c1cfac9802c0","2025-10-30 4:36:00 PM","https://www.notion.so/AAPL-ORB-12-bars-2025-10-30T15-53-45-29c0bf31ef158143b342c1cfac9802c0"
,,,,,,,,,,"2980bf31-ef15-8179-a12b-d43faa5bb73c","2025-10-25 10:56:00 PM","https://www.notion.so/AAPL-scalp-2980bf31ef158179a12bd43faa5bb73c"
,,,,,,,,,,"2980bf31-ef15-8105-a7a3-ce19d9334eed","2025-10-25 10:52:00 PM","https://www.notion.so/API-smoke-row-2980bf31ef158105a7a3ce19d9334eed"
,"AAPL","BUY/SELL","50",,,"0.08",,,"Bull / Bear / Chop / High Vol / Low Vol","2970bf31-ef15-80e9-8167-c4ad8969a2c0","2025-10-25 4:02:00 AM","https://www.notion.so/AAPL-scalp-001-2970bf31ef1580e98167c4ad8969a2c0"
