symbol,date,time,signal,trade_return,daily_pnl,cum_pnl
AAPL,2025-08-25,03:50,BUY,0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,04:00,BUY,0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,04:02,SELL,-0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,04:05,HOLD,0,-0.012000000000000004,-0.002
AAPL,2025-08-25,04:08,BUY,0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,04:11,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,04:15,BUY,0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,04:16,BUY,0.001,-0.008,0.002
AAPL,2025-08-25,04:17,HOLD,0,-0.008,0.002
AAPL,2025-08-25,04:18,SELL,-0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,04:19,HOLD,0,-0.009000000000000001,0.001
AAPL,2025-08-25,04:20,SELL,-0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,04:21,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,04:22,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,04:24,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,04:26,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,04:27,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,04:33,BUY,0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,04:41,BUY,0.001,-0.008,0.002
AAPL,2025-08-25,04:47,SELL,-0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,04:48,SELL,-0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,04:56,BUY,0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,04:59,BUY,0.001,-0.008,0.002
AAPL,2025-08-25,05:00,SELL,-0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,05:01,HOLD,0,-0.009000000000000001,0.001
AAPL,2025-08-25,05:02,HOLD,0,-0.009000000000000001,0.001
AAPL,2025-08-25,05:03,HOLD,0,-0.009000000000000001,0.001
AAPL,2025-08-25,05:04,SELL,-0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,05:06,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:08,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:09,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:10,SELL,-0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,05:11,SELL,-0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,05:12,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,05:13,BUY,0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,05:14,BUY,0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:15,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,05:17,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:18,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:20,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:21,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:22,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:23,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,05:26,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:27,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:28,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:31,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:33,BUY,0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,05:34,HOLD,0,-0.009000000000000001,0.001
AAPL,2025-08-25,05:35,SELL,-0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,05:36,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:37,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,05:38,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,05:40,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,05:41,BUY,0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,05:42,HOLD,0,-0.009000000000000001,0.001
AAPL,2025-08-25,05:43,BUY,0.001,-0.008,0.002
AAPL,2025-08-25,05:44,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:45,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:46,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:47,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:48,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:50,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:51,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:52,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:53,BUY,0.001,-0.007,0.003
AAPL,2025-08-25,05:54,SELL,-0.001,-0.008,0.002
AAPL,2025-08-25,05:55,HOLD,0,-0.008,0.002
AAPL,2025-08-25,05:58,BUY,0.001,-0.007,0.003
AAPL,2025-08-25,05:59,BUY,0.001,-0.006,0.004
AAPL,2025-08-25,06:00,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:01,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:02,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:03,BUY,0.001,-0.005,0.005
AAPL,2025-08-25,06:05,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:08,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:09,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:11,SELL,-0.001,-0.006,0.004
AAPL,2025-08-25,06:13,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:15,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:16,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:17,BUY,0.001,-0.005,0.005
AAPL,2025-08-25,06:18,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:20,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:21,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:22,SELL,-0.001,-0.006,0.004
AAPL,2025-08-25,06:23,SELL,-0.001,-0.007,0.003
AAPL,2025-08-25,06:24,BUY,0.001,-0.006,0.004
AAPL,2025-08-25,06:25,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:26,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:27,BUY,0.001,-0.005,0.005
AAPL,2025-08-25,06:28,SELL,-0.001,-0.006,0.004
AAPL,2025-08-25,06:29,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:30,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:31,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:32,BUY,0.001,-0.005,0.005
AAPL,2025-08-25,06:33,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:34,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:35,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:36,SELL,-0.001,-0.006,0.004
AAPL,2025-08-25,06:37,HOLD,0,-0.006,0.004
AAPL,2025-08-25,06:38,BUY,0.001,-0.005,0.005
AAPL,2025-08-25,06:39,HOLD,0,-0.005,0.005
AAPL,2025-08-25,06:40,BUY,0.001,-0.004,0.006
AAPL,2025-08-25,06:41,HOLD,0,-0.004,0.006
AAPL,2025-08-25,06:42,BUY,0.001,-0.003,0.007
AAPL,2025-08-25,06:43,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,06:44,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,06:45,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,06:46,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,06:47,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,06:48,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,06:49,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,06:50,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,06:51,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,06:52,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,06:53,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,06:54,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,06:55,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,06:56,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,06:57,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,06:58,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,06:59,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:00,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:01,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,07:02,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:03,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,07:04,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,07:05,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:06,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:07,BUY,0.001,0.002,0.012000000000000004
AAPL,2025-08-25,07:08,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:09,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:10,SELL,-0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:11,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:12,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:13,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,07:14,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:15,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:16,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:17,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:18,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:19,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:20,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:21,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:22,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:23,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:24,BUY,0.001,0.002,0.012000000000000004
AAPL,2025-08-25,07:25,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:26,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:27,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:28,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:29,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:30,SELL,-0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:31,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:32,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:33,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:34,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:35,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:36,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:37,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:38,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:39,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:40,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:41,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:42,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:43,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,07:44,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:45,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,07:46,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:47,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:48,BUY,0.001,0.002,0.012000000000000004
AAPL,2025-08-25,07:49,BUY,0.001,0.003,0.013000000000000005
AAPL,2025-08-25,07:50,HOLD,0,0.003,0.013000000000000005
AAPL,2025-08-25,07:51,HOLD,0,0.003,0.013000000000000005
AAPL,2025-08-25,07:52,HOLD,0,0.003,0.013000000000000005
AAPL,2025-08-25,07:53,SELL,-0.001,0.002,0.012000000000000004
AAPL,2025-08-25,07:54,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,07:55,SELL,-0.001,0.001,0.011000000000000003
AAPL,2025-08-25,07:56,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,07:57,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,07:58,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,07:59,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:00,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:01,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:02,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,08:03,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:04,BUY,0.001,0.002,0.012000000000000004
AAPL,2025-08-25,08:05,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:06,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:07,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:08,SELL,-0.001,0.001,0.011000000000000003
AAPL,2025-08-25,08:09,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:10,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:11,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:12,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:13,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:14,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,08:15,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,08:16,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:17,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:18,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:19,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,08:20,BUY,0.001,0.002,0.012000000000000004
AAPL,2025-08-25,08:21,BUY,0.001,0.003,0.013000000000000005
AAPL,2025-08-25,08:22,HOLD,0,0.003,0.013000000000000005
AAPL,2025-08-25,08:23,HOLD,0,0.003,0.013000000000000005
AAPL,2025-08-25,08:24,SELL,-0.001,0.002,0.012000000000000004
AAPL,2025-08-25,08:25,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:26,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:27,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:28,SELL,-0.001,0.001,0.011000000000000003
AAPL,2025-08-25,08:29,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,08:30,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:31,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:32,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,08:33,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,08:34,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:35,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:36,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:37,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,08:38,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,08:39,BUY,0.001,0.002,0.012000000000000004
AAPL,2025-08-25,08:40,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:41,HOLD,0,0.002,0.012000000000000004
AAPL,2025-08-25,08:42,BUY,0.001,0.003,0.013000000000000005
AAPL,2025-08-25,08:43,BUY,0.001,0.004,0.014000000000000005
AAPL,2025-08-25,08:44,BUY,0.001,0.005,0.015000000000000006
AAPL,2025-08-25,08:45,HOLD,0,0.005,0.015000000000000006
AAPL,2025-08-25,08:46,HOLD,0,0.005,0.015000000000000006
AAPL,2025-08-25,08:47,HOLD,0,0.005,0.015000000000000006
AAPL,2025-08-25,08:48,HOLD,0,0.005,0.015000000000000006
AAPL,2025-08-25,08:49,HOLD,0,0.005,0.015000000000000006
AAPL,2025-08-25,08:50,BUY,0.001,0.006,0.016000000000000007
AAPL,2025-08-25,08:51,BUY,0.001,0.007,0.017000000000000008
AAPL,2025-08-25,08:52,HOLD,0,0.007,0.017000000000000008
AAPL,2025-08-25,08:53,HOLD,0,0.007,0.017000000000000008
AAPL,2025-08-25,08:54,SELL,-0.001,0.006,0.016000000000000007
AAPL,2025-08-25,08:55,HOLD,0,0.006,0.016000000000000007
AAPL,2025-08-25,08:56,HOLD,0,0.006,0.016000000000000007
AAPL,2025-08-25,08:57,HOLD,0,0.006,0.016000000000000007
AAPL,2025-08-25,08:58,BUY,0.001,0.007,0.017000000000000008
AAPL,2025-08-25,08:59,HOLD,0,0.007,0.017000000000000008
AAPL,2025-08-25,09:00,HOLD,0,0.007,0.017000000000000008
AAPL,2025-08-25,09:01,HOLD,0,0.007,0.017000000000000008
AAPL,2025-08-25,09:02,HOLD,0,0.007,0.017000000000000008
AAPL,2025-08-25,09:03,SELL,-0.001,0.006,0.016000000000000007
AAPL,2025-08-25,09:04,HOLD,0,0.006,0.016000000000000007
AAPL,2025-08-25,09:05,HOLD,0,0.006,0.016000000000000007
AAPL,2025-08-25,09:06,HOLD,0,0.006,0.016000000000000007
AAPL,2025-08-25,09:07,SELL,-0.001,0.005,0.015000000000000006
AAPL,2025-08-25,09:08,HOLD,0,0.005,0.015000000000000006
AAPL,2025-08-25,09:09,SELL,-0.001,0.004,0.014000000000000005
AAPL,2025-08-25,09:10,SELL,-0.001,0.003,0.013000000000000005
AAPL,2025-08-25,09:11,SELL,-0.001,0.002,0.012000000000000004
AAPL,2025-08-25,09:12,SELL,-0.001,0.001,0.011000000000000003
AAPL,2025-08-25,09:13,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,09:14,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,09:15,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,09:16,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,09:17,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,09:18,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,09:19,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,09:20,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:21,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:22,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:23,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:24,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:25,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,09:26,BUY,0.001,0.001,0.011000000000000003
AAPL,2025-08-25,09:27,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,09:28,HOLD,0,0.001,0.011000000000000003
AAPL,2025-08-25,09:29,SELL,-0.001,0.0,0.010000000000000002
AAPL,2025-08-25,09:30,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,09:31,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,09:32,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,09:33,HOLD,0,-0.002,0.008
AAPL,2025-08-25,09:34,HOLD,0,-0.002,0.008
AAPL,2025-08-25,09:35,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,09:36,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:37,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,09:38,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,09:39,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:40,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:41,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:42,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:43,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,09:44,HOLD,0,-0.002,0.008
AAPL,2025-08-25,09:45,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,09:46,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:47,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,09:48,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,09:49,HOLD,0,-0.002,0.008
AAPL,2025-08-25,09:50,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,09:51,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:52,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:53,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:54,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:55,HOLD,0,-0.003,0.007
AAPL,2025-08-25,09:56,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,09:57,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,09:58,HOLD,0,-0.001,0.009000000000000001
